Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Unit Price,Shipping Cost,Month,Quarter,Year
9636,ORD_31504,2022-11-03,2022-11-08,First Class,CUST_2933,Customer CUST_2933,Consumer,United States,City 12,Connecticut,40070,East,PROD_6324,Office Supplies,Appliances,Desk Fan,345.384,6,0.05,75.13199999999999,44.28,20.31,11,4,2022
9637,ORD_55020,2023-09-17,2023-09-30,First Class,CUST_9760,Customer CUST_9760,Home Office,United States,City 21,Florida,71044,South,PROD_1452,Technology,Copiers,Multifunction Copier,7942.32,9,0.151,1298.62,882.48,19.34,9,3,2023
9638,ORD_52503,2022-08-09,2022-08-21,Standard Class,CUST_4057,Customer CUST_4057,Consumer,United States,City 42,North Carolina,59364,South,PROD_3322,Technology,Accessories,Phone Case,972.84,1,0.292,179.04,972.84,12.78,8,3,2022
9639,ORD_14965,2023-04-23,2023-05-05,Standard Class,CUST_3390,Customer CUST_3390,Corporate,United States,City 1,Ohio,96567,Central,PROD_4082,Furniture,Bookcases,5-Shelf Bookcase,462.0,5,0.296,75.76,92.4,6.71,4,2,2023
9640,ORD_15866,2023-05-03,2023-05-06,First Class,CUST_4350,Customer CUST_4350,Consumer,United States,City 4,New Jersey,83965,East,PROD_5578,Technology,Accessories,Phone Case,1737.0,10,0.261,338.63,173.7,17.15,5,2,2023
9641,ORD_81540,2023-10-02,2023-10-09,First Class,CUST_5546,Customer CUST_5546,Corporate,United States,City 49,Virginia,46612,South,PROD_2585,Furniture,Tables,Coffee Table,3722.472,6,0.144,1008.6239999999999,477.24,20.48,10,4,2023
9642,ORD_59288,2022-03-21,2022-04-02,Same Day,CUST_7437,Customer CUST_7437,Consumer,United States,City 25,Georgia,82942,South,PROD_8601,Office Supplies,Labels,Shipping Labels,308.6,4,0.05,122.17,77.15,34.11,3,1,2022
9643,ORD_32695,2023-10-30,2023-11-01,Same Day,CUST_9870,Customer CUST_9870,Home Office,United States,City 30,Arizona,55282,West,PROD_9806,Furniture,Chairs,Conference Chair,1043.679,7,0.164,309.144,114.69,33.86,10,4,2023
9644,ORD_81969,2022-06-06,2022-06-19,Second Class,CUST_3547,Customer CUST_3547,Home Office,United States,City 5,Washington,16831,West,PROD_6885,Furniture,Chairs,Office Chair,2120.65,7,0.082,606.63,302.95,11.39,6,2,2022
9645,ORD_80616,2022-05-06,2022-05-18,Second Class,CUST_6894,Customer CUST_6894,Consumer,United States,City 11,Ohio,52586,Central,PROD_9433,Furniture,Chairs,Office Chair,144.0,1,0.029,40.56,144.0,14.92,5,2,2022
9646,ORD_31632,2023-04-05,2023-04-15,Standard Class,CUST_5319,Customer CUST_5319,Corporate,United States,City 22,Florida,91661,South,PROD_5225,Furniture,Tables,Office Table,2043.5,10,0.147,552.88,204.35,9.51,4,2,2023
9647,ORD_94871,2022-02-08,2022-02-11,Second Class,CUST_4148,Customer CUST_4148,Corporate,United States,City 1,Washington,87483,West,PROD_8833,Technology,Copiers,Desktop Copier,6691.44,7,0.088,1067.16,796.6,15.44,2,1,2022
9648,ORD_44836,2022-05-13,2022-05-14,Same Day,CUST_8434,Customer CUST_8434,Consumer,United States,City 46,Massachusetts,58715,East,PROD_8391,Office Supplies,Art,Pens,57.76,1,0.103,14.73,57.76,27.61,5,2,2022
9649,ORD_61237,2022-06-21,2022-06-24,Second Class,CUST_9441,Customer CUST_9441,Consumer,United States,City 18,Nevada,21949,West,PROD_1456,Furniture,Furnishings,Table Lamp,169.83,3,0.148,54.26,56.61,13.63,6,2,2022
9650,ORD_76085,2023-02-07,2023-02-10,Second Class,CUST_9205,Customer CUST_9205,Corporate,United States,City 16,Massachusetts,41946,East,PROD_6975,Office Supplies,Art,Highlighters,18.04,1,0.047,7.07,18.04,14.86,2,1,2023
9651,ORD_40082,2023-08-10,2023-08-16,Standard Class,CUST_6105,Customer CUST_6105,Corporate,United States,City 21,Wisconsin,57604,Central,PROD_1421,Technology,Copiers,Multifunction Copier,2978.64,3,0.288,619.0,992.88,8.44,8,3,2023
9652,ORD_21103,2022-07-12,2022-07-15,First Class,CUST_1439,Customer CUST_1439,Corporate,United States,City 7,North Carolina,67143,South,PROD_6039,Office Supplies,Paper,Envelopes,418.74,7,0.25,128.16,59.82,12.99,7,3,2022
9653,ORD_29021,2022-04-08,2022-04-14,Standard Class,CUST_6045,Customer CUST_6045,Home Office,United States,City 19,North Carolina,48273,South,PROD_3646,Furniture,Tables,Dining Table,178.66,1,0.264,30.13,178.66,9.76,4,2,2022
9654,ORD_39052,2022-05-09,2022-05-21,Standard Class,CUST_4003,Customer CUST_4003,Home Office,United States,City 5,Illinois,29503,Central,PROD_8187,Technology,Accessories,Bluetooth Speaker,1619.52,6,0.161,479.14,269.92,10.43,5,2,2022
9655,ORD_82688,2022-01-04,2022-01-18,Same Day,CUST_8289,Customer CUST_8289,Corporate,United States,City 8,Oregon,33644,West,PROD_3384,Office Supplies,Storage,Filing Tray,549.08,7,0.298,137.03,78.44,41.02,1,1,2022
9656,ORD_99001,2023-10-17,2023-10-20,Same Day,CUST_4863,Customer CUST_4863,Corporate,United States,City 1,Arizona,11057,West,PROD_6752,Furniture,Chairs,Office Chair,2489.2400000000002,5,0.206,527.7239999999999,382.96,25.78,10,4,2023
9657,ORD_88473,2022-09-01,2022-09-03,Standard Class,CUST_5601,Customer CUST_5601,Consumer,United States,City 48,Indiana,82663,Central,PROD_5281,Furniture,Bookcases,5-Shelf Bookcase,872.06,2,0.242,289.04,436.03,10.29,9,3,2022
9658,ORD_41237,2022-01-08,2022-01-18,Second Class,CUST_9955,Customer CUST_9955,Consumer,United States,City 17,Florida,68299,South,PROD_8695,Technology,Accessories,Headphones,220.58399999999997,7,0.205,26.36,26.26,9.68,1,1,2022
9659,ORD_77243,2022-02-09,2022-02-19,Second Class,CUST_7135,Customer CUST_7135,Home Office,United States,City 30,Massachusetts,93195,East,PROD_2940,Technology,Phones,Conference Phone,674.784,3,0.276,61.35,187.44,16.38,2,1,2022
9660,ORD_62361,2022-06-24,2022-06-27,Same Day,CUST_8024,Customer CUST_8024,Consumer,United States,City 8,Texas,92072,South,PROD_6881,Office Supplies,Art,Pencils,584.92,7,0.18,205.81,83.56,25.66,6,2,2022
9661,ORD_84855,2023-07-06,2023-07-10,Same Day,CUST_8688,Customer CUST_8688,Consumer,United States,City 42,Wisconsin,53477,Central,PROD_5125,Furniture,Chairs,Ergonomic Chair,2720.08,8,0.07,662.09,340.01,33.66,7,3,2023
9662,ORD_15652,2023-01-04,2023-01-17,First Class,CUST_7152,Customer CUST_7152,Corporate,United States,City 45,Arizona,63685,West,PROD_2922,Technology,Copiers,Floor Copier,5329.008,6,0.143,1175.53,740.14,23.36,1,1,2023
9663,ORD_10670,2023-01-17,2023-01-22,First Class,CUST_5171,Customer CUST_5171,Consumer,United States,City 37,Arizona,75591,West,PROD_8455,Furniture,Bookcases,Corner Bookcase,2057.76,6,0.167,709.16,342.96,16.12,1,1,2023
9664,ORD_89911,2023-06-26,2023-07-04,Standard Class,CUST_7703,Customer CUST_7703,Consumer,United States,City 1,New Jersey,84263,East,PROD_2523,Technology,Copiers,Desktop Copier,1144.66,2,0.183,337.74,572.33,6.41,6,2,2023
9665,ORD_12151,2022-07-03,2022-07-11,Same Day,CUST_6103,Customer CUST_6103,Consumer,United States,City 18,North Carolina,84031,South,PROD_9243,Furniture,Chairs,Ergonomic Chair,1508.08,4,0.105,301.3,377.02,36.85,7,3,2022
9666,ORD_63088,2022-05-28,2022-06-09,Standard Class,CUST_3500,Customer CUST_3500,Home Office,United States,City 33,California,61834,West,PROD_3867,Furniture,Bookcases,5-Shelf Bookcase,1984.24,8,0.156,508.46,248.03,5.51,5,2,2022
9667,ORD_98138,2022-02-02,2022-02-07,Same Day,CUST_9220,Customer CUST_9220,Consumer,United States,City 26,Washington,82003,West,PROD_4957,Technology,Machines,Fax Machine,2028.0959999999998,2,0.177,225.93,845.04,42.05,2,1,2022
9668,ORD_77730,2022-11-25,2022-11-29,Standard Class,CUST_5755,Customer CUST_5755,Home Office,United States,City 38,Virginia,73762,South,PROD_2162,Furniture,Chairs,Office Chair,481.39000000000004,7,0.172,105.432,52.9,14.43,11,4,2022
9669,ORD_60539,2023-04-28,2023-04-30,Same Day,CUST_2862,Customer CUST_2862,Consumer,United States,City 9,Oregon,86064,West,PROD_6505,Office Supplies,Binders,3-Ring Binder,493.45,5,0.178,186.64,98.69,38.41,4,2,2023
9670,ORD_21183,2022-10-18,2022-10-23,Standard Class,CUST_2044,Customer CUST_2044,Consumer,United States,City 46,New York,54231,East,PROD_3573,Technology,Accessories,Headphones,6694.116,6,0.242,825.924,858.22,13.83,10,4,2022
9671,ORD_29842,2022-09-18,2022-09-21,Standard Class,CUST_2072,Customer CUST_2072,Home Office,United States,City 21,North Carolina,98899,South,PROD_5025,Furniture,Tables,Office Table,1415.89,7,0.142,477.32,202.27,6.21,9,3,2022
9672,ORD_50414,2023-02-13,2023-02-17,Same Day,CUST_1348,Customer CUST_1348,Home Office,United States,City 1,Virginia,92055,South,PROD_7368,Furniture,Chairs,Office Chair,3765.69,9,0.139,1070.01,418.41,48.09,2,1,2023
9673,ORD_74401,2023-02-26,2023-03-12,Same Day,CUST_4164,Customer CUST_4164,Consumer,United States,City 16,Florida,27164,South,PROD_9163,Technology,Accessories,Charger,512.328,2,0.068,50.43,213.47,42.69,2,1,2023
9674,ORD_92831,2023-09-09,2023-09-19,Same Day,CUST_8882,Customer CUST_8882,Consumer,United States,City 26,Michigan,17987,Central,PROD_1675,Technology,Phones,Conference Phone,4504.2,5,0.073,1161.46,900.84,48.52,9,3,2023
9675,ORD_57910,2022-12-12,2022-12-13,Standard Class,CUST_4457,Customer CUST_4457,Consumer,United States,City 47,Texas,53635,South,PROD_4987,Furniture,Chairs,Guest Chair,222.11800000000002,2,0.276,58.25999999999999,85.43,13.42,12,4,2022
9676,ORD_57446,2023-11-22,2023-11-26,Same Day,CUST_6477,Customer CUST_6477,Home Office,United States,City 24,Illinois,28755,Central,PROD_4715,Office Supplies,Art,Pencils,13.468,1,0.047,2.7119999999999997,10.36,32.56,11,4,2023
9677,ORD_13928,2022-10-16,2022-10-19,Same Day,CUST_7109,Customer CUST_7109,Corporate,United States,City 20,Indiana,67570,Central,PROD_1322,Office Supplies,Storage,Desk Organizer,103.28500000000001,7,0.014,23.136,11.35,28.46,10,4,2022
9678,ORD_66342,2022-05-08,2022-05-21,First Class,CUST_1027,Customer CUST_1027,Corporate,United States,City 28,Washington,23642,West,PROD_1246,Office Supplies,Binders,Binder Dividers,799.3,10,0.076,253.05,79.93,21.95,5,2,2022
9679,ORD_28965,2023-09-23,2023-09-29,Second Class,CUST_2939,Customer CUST_2939,Corporate,United States,City 16,Nevada,76729,West,PROD_8568,Furniture,Furnishings,Table Lamp,2328.1,10,0.059,465.97,232.81,16.81,9,3,2023
9680,ORD_43589,2022-02-22,2022-03-01,Standard Class,CUST_6993,Customer CUST_6993,Corporate,United States,City 4,Arizona,43052,West,PROD_7742,Technology,Copiers,Desktop Copier,4935.6720000000005,6,0.226,731.85,685.51,12.44,2,1,2022
9681,ORD_11509,2023-11-06,2023-11-19,Standard Class,CUST_3848,Customer CUST_3848,Corporate,United States,City 7,Florida,69786,South,PROD_8030,Furniture,Bookcases,3-Shelf Bookcase,3103.256,8,0.218,451.32,298.39,9.13,11,4,2023
9682,ORD_44477,2023-01-11,2023-01-21,Same Day,CUST_3943,Customer CUST_3943,Corporate,United States,City 27,Massachusetts,37034,East,PROD_6636,Office Supplies,Envelopes,Business Envelopes,642.53,7,0.023,236.53,91.79,34.41,1,1,2023
9683,ORD_20994,2023-03-26,2023-04-09,Same Day,CUST_2892,Customer CUST_2892,Corporate,United States,City 5,Connecticut,17920,East,PROD_3280,Technology,Accessories,Bluetooth Speaker,1318.608,6,0.027,308.79,183.14,29.61,3,1,2023
9684,ORD_85136,2022-02-06,2022-02-15,Standard Class,CUST_9815,Customer CUST_9815,Corporate,United States,City 20,Pennsylvania,53290,East,PROD_1688,Furniture,Bookcases,3-Shelf Bookcase,3136.98,7,0.289,722.07,448.14,11.72,2,1,2022
9685,ORD_10809,2023-01-03,2023-01-11,Standard Class,CUST_8950,Customer CUST_8950,Corporate,United States,City 39,Connecticut,51884,East,PROD_5954,Office Supplies,Binders,Binder Clips,224.22,6,0.083,55.66,37.37,5.69,1,1,2023
9686,ORD_51414,2022-02-15,2022-02-18,Second Class,CUST_7851,Customer CUST_7851,Consumer,United States,City 50,California,43964,West,PROD_1320,Office Supplies,Appliances,Coffee Maker,96.6,10,0.259,23.62,9.66,12.29,2,1,2022
9687,ORD_13180,2023-06-24,2023-07-05,Same Day,CUST_9076,Customer CUST_9076,Corporate,United States,City 25,Arizona,63196,West,PROD_4301,Furniture,Bookcases,5-Shelf Bookcase,672.75,9,0.278,213.34,74.75,32.17,6,2,2023
9688,ORD_57041,2022-11-18,2022-12-01,Same Day,CUST_4733,Customer CUST_4733,Consumer,United States,City 21,Texas,71105,South,PROD_1059,Furniture,Chairs,Office Chair,5510.4400000000005,10,0.261,1464.1560000000002,423.88,48.11,11,4,2022
9689,ORD_10801,2022-01-31,2022-02-03,Second Class,CUST_7656,Customer CUST_7656,Consumer,United States,City 11,Oregon,55747,West,PROD_9774,Furniture,Furnishings,Floor Lamp,677.97,9,0.117,130.03,75.33,8.48,1,1,2022
9690,ORD_88640,2022-02-20,2022-02-26,First Class,CUST_9954,Customer CUST_9954,Home Office,United States,City 4,Connecticut,76667,East,PROD_9346,Furniture,Bookcases,Corner Bookcase,1760.72,8,0.15,524.05,220.09,24.2,2,1,2022
9691,ORD_75590,2022-09-17,2022-10-01,Second Class,CUST_3286,Customer CUST_3286,Corporate,United States,City 1,Indiana,74833,Central,PROD_1861,Furniture,Bookcases,3-Shelf Bookcase,3416.76,9,0.224,649.59,379.64,16.72,9,3,2022
9692,ORD_58766,2023-06-10,2023-06-15,Same Day,CUST_2903,Customer CUST_2903,Consumer,United States,City 9,Ohio,30714,Central,PROD_3257,Furniture,Furnishings,Floor Lamp,1673.24,4,0.151,311.21,418.31,33.88,6,2,2023
9693,ORD_61812,2022-05-22,2022-05-30,Standard Class,CUST_7970,Customer CUST_7970,Consumer,United States,City 16,Oregon,44340,West,PROD_3652,Furniture,Chairs,Conference Chair,312.06,6,0.083,108.26,52.01,7.96,5,2,2022
9694,ORD_59723,2022-03-01,2022-03-02,Second Class,CUST_6631,Customer CUST_6631,Consumer,United States,City 37,Pennsylvania,43019,East,PROD_4117,Technology,Machines,Fax Machine,5863.535999999999,6,0.2,682.51,814.38,17.72,3,1,2022
9695,ORD_27323,2023-12-31,2024-01-07,Standard Class,CUST_1158,Customer CUST_1158,Corporate,United States,City 35,Illinois,65167,Central,PROD_4845,Office Supplies,Envelopes,Greeting Card Envelopes,219.28400000000002,2,0.121,40.895999999999994,84.34,5.74,12,4,2023
9696,ORD_18477,2023-03-11,2023-03-23,Standard Class,CUST_6510,Customer CUST_6510,Corporate,United States,City 50,Indiana,87981,Central,PROD_4022,Technology,Machines,Printer,7538.94,9,0.194,1404.7,698.05,11.98,3,1,2023
9697,ORD_41491,2023-03-02,2023-03-06,Second Class,CUST_6529,Customer CUST_6529,Corporate,United States,City 17,Connecticut,82188,East,PROD_1753,Technology,Copiers,Floor Copier,5149.368,6,0.018,472.33,715.19,18.13,3,1,2023
9698,ORD_44521,2023-11-04,2023-11-12,Same Day,CUST_1367,Customer CUST_1367,Corporate,United States,City 47,New York,43128,East,PROD_1084,Furniture,Tables,Office Table,3895.086,6,0.126,1159.26,499.37,30.99,11,4,2023
9699,ORD_44102,2023-09-05,2023-09-15,Second Class,CUST_7624,Customer CUST_7624,Home Office,United States,City 22,Ohio,47665,Central,PROD_8952,Furniture,Tables,Dining Table,1714.44,6,0.085,502.24,285.74,17.51,9,3,2023
9700,ORD_57283,2023-02-21,2023-03-05,Second Class,CUST_7956,Customer CUST_7956,Home Office,United States,City 39,Indiana,11840,Central,PROD_7046,Furniture,Tables,Dining Table,1293.39,3,0.116,302.71,431.13,13.59,2,1,2023
9701,ORD_55466,2023-05-06,2023-05-11,First Class,CUST_7031,Customer CUST_7031,Home Office,United States,City 49,North Carolina,86945,South,PROD_9690,Furniture,Furnishings,Rug,316.08,4,0.11,78.44,79.02,24.12,5,2,2023
9702,ORD_54724,2023-07-19,2023-07-28,Same Day,CUST_6616,Customer CUST_6616,Home Office,United States,City 8,Michigan,78339,Central,PROD_2744,Office Supplies,Envelopes,Business Envelopes,49.88,4,0.249,13.91,12.47,45.19,7,3,2023
9703,ORD_90967,2022-03-28,2022-03-29,First Class,CUST_9152,Customer CUST_9152,Corporate,United States,City 48,Nevada,36627,West,PROD_6267,Office Supplies,Storage,Storage Box,805.95,9,0.266,207.49,89.55,17.91,3,1,2022
9704,ORD_38120,2023-03-28,2023-04-08,Second Class,CUST_4545,Customer CUST_4545,Consumer,United States,City 20,California,97527,West,PROD_2117,Office Supplies,Paper,Notebook Paper,854.2,10,0.102,184.98,85.42,19.51,3,1,2023
9705,ORD_25710,2022-02-07,2022-02-13,Standard Class,CUST_6800,Customer CUST_6800,Home Office,United States,City 1,Ohio,20901,Central,PROD_2578,Office Supplies,Art,Pens,129.52,2,0.18,33.25,64.76,5.69,2,1,2022
9706,ORD_31751,2023-09-03,2023-09-11,Same Day,CUST_2444,Customer CUST_2444,Corporate,United States,City 50,Virginia,10430,South,PROD_4839,Technology,Phones,Cordless Phone,3743.64,6,0.163,952.17,623.94,39.99,9,3,2023
9707,ORD_51665,2023-09-15,2023-09-28,Standard Class,CUST_6402,Customer CUST_6402,Consumer,United States,City 41,Nevada,65307,West,PROD_3308,Furniture,Chairs,Conference Chair,1011.6,10,0.239,280.63,101.16,13.88,9,3,2023
9708,ORD_11373,2022-06-29,2022-07-02,Same Day,CUST_2769,Customer CUST_2769,Home Office,United States,City 17,Washington,68882,West,PROD_1906,Technology,Accessories,Bluetooth Speaker,609.96,4,0.129,149.55,152.49,27.33,6,2,2022
9709,ORD_40586,2022-04-06,2022-04-20,Standard Class,CUST_9799,Customer CUST_9799,Consumer,United States,City 2,Texas,42581,South,PROD_8065,Furniture,Furnishings,Floor Lamp,1818.32,8,0.062,548.91,227.29,10.07,4,2,2022
9710,ORD_62034,2023-04-22,2023-04-24,Second Class,CUST_1427,Customer CUST_1427,Corporate,United States,City 10,Michigan,95029,Central,PROD_2365,Furniture,Furnishings,Wall Art,737.94,2,0.269,120.65,368.97,14.97,4,2,2023
9711,ORD_10755,2022-10-17,2022-10-31,Second Class,CUST_4535,Customer CUST_4535,Home Office,United States,City 48,Massachusetts,94571,East,PROD_6145,Office Supplies,Appliances,Coffee Maker,1152.97,10,0.171,337.16400000000004,88.69,9.57,10,4,2022
9712,ORD_48121,2023-11-03,2023-11-13,Standard Class,CUST_5425,Customer CUST_5425,Consumer,United States,City 42,Washington,70672,West,PROD_5063,Furniture,Furnishings,Table Lamp,1321.125,5,0.189,208.36799999999997,203.25,8.81,11,4,2023
9713,ORD_74782,2023-02-07,2023-02-14,First Class,CUST_8641,Customer CUST_8641,Corporate,United States,City 36,Indiana,74161,Central,PROD_4889,Furniture,Bookcases,3-Shelf Bookcase,166.6,1,0.257,39.38,166.6,14.49,2,1,2023
9714,ORD_99666,2023-06-22,2023-07-02,Same Day,CUST_3405,Customer CUST_3405,Home Office,United States,City 33,Massachusetts,56612,East,PROD_9581,Office Supplies,Storage,File Cabinet,289.16,4,0.009,104.07,72.29,47.98,6,2,2023
9715,ORD_68662,2023-07-30,2023-08-01,First Class,CUST_7501,Customer CUST_7501,Corporate,United States,City 9,Oregon,12070,West,PROD_2229,Furniture,Bookcases,Corner Bookcase,2609.81,7,0.01,792.11,372.83,22.36,7,3,2023
9716,ORD_78733,2023-07-12,2023-07-24,Second Class,CUST_3491,Customer CUST_3491,Corporate,United States,City 41,Georgia,52949,South,PROD_2818,Office Supplies,Envelopes,Shipping Envelopes,42.48,8,0.076,9.11,5.31,14.49,7,3,2023
9717,ORD_14785,2022-10-13,2022-10-15,Same Day,CUST_5158,Customer CUST_5158,Home Office,United States,City 10,California,61915,West,PROD_4686,Office Supplies,Envelopes,Business Envelopes,322.218,9,0.147,111.252,27.54,29.84,10,4,2022
9718,ORD_59601,2023-10-06,2023-10-16,Second Class,CUST_7249,Customer CUST_7249,Corporate,United States,City 39,Georgia,26367,South,PROD_7613,Office Supplies,Appliances,Desk Fan,63.57,6,0.009,16.811999999999998,8.15,15.41,10,4,2023
9719,ORD_18903,2022-07-25,2022-08-02,First Class,CUST_9547,Customer CUST_9547,Home Office,United States,City 6,Oregon,66899,West,PROD_9910,Technology,Machines,Projector,9921.3,10,0.213,1508.62,992.13,15.07,7,3,2022
9720,ORD_97413,2023-10-20,2023-11-02,Same Day,CUST_9422,Customer CUST_9422,Corporate,United States,City 37,Texas,10862,South,PROD_4029,Office Supplies,Labels,Shipping Labels,990.7560000000001,9,0.155,291.828,84.68,48.87,10,4,2023
9721,ORD_78060,2022-11-26,2022-11-28,Standard Class,CUST_7238,Customer CUST_7238,Consumer,United States,City 2,Indiana,16936,Central,PROD_9639,Technology,Copiers,Floor Copier,124.254,2,0.044,20.136,47.79,14.95,11,4,2022
9722,ORD_73824,2023-07-13,2023-07-18,Same Day,CUST_7184,Customer CUST_7184,Consumer,United States,City 50,Virginia,27810,South,PROD_8784,Office Supplies,Appliances,Space Heater,722.7,9,0.078,179.37,80.3,25.16,7,3,2023
9723,ORD_18830,2022-12-22,2022-12-30,Second Class,CUST_5581,Customer CUST_5581,Consumer,United States,City 38,New Jersey,33617,East,PROD_2966,Furniture,Chairs,Conference Chair,1641.328,4,0.082,486.192,315.64,17.45,12,4,2022
9724,ORD_46422,2022-01-20,2022-01-31,Standard Class,CUST_6368,Customer CUST_6368,Home Office,United States,City 43,Michigan,90710,Central,PROD_9253,Office Supplies,Art,Pens,524.88,6,0.136,145.62,87.48,8.21,1,1,2022
9725,ORD_69635,2022-10-20,2022-10-29,Same Day,CUST_4522,Customer CUST_4522,Home Office,United States,City 46,Illinois,43765,Central,PROD_6010,Office Supplies,Paper,Notebook Paper,832.7800000000001,10,0.193,243.97199999999998,64.06,46.46,10,4,2022
9726,ORD_30628,2022-10-05,2022-10-18,Standard Class,CUST_9830,Customer CUST_9830,Corporate,United States,City 5,Pennsylvania,48232,East,PROD_9638,Technology,Accessories,Headphones,7887.2429999999995,7,0.136,733.6919999999999,866.73,7.96,10,4,2022
9727,ORD_76066,2022-02-09,2022-02-17,Standard Class,CUST_3778,Customer CUST_3778,Consumer,United States,City 29,Pennsylvania,27326,East,PROD_3286,Furniture,Tables,Office Table,605.04,3,0.213,108.36,201.68,14.53,2,1,2022
9728,ORD_90612,2023-07-11,2023-07-18,First Class,CUST_4445,Customer CUST_4445,Consumer,United States,City 33,Florida,91222,South,PROD_2702,Office Supplies,Appliances,Mini Fridge,116.19,3,0.215,44.61,38.73,20.03,7,3,2023
9729,ORD_63764,2023-03-19,2023-04-01,First Class,CUST_9768,Customer CUST_9768,Home Office,United States,City 14,New York,85460,East,PROD_7984,Technology,Accessories,Charger,2059.236,3,0.291,397.39,572.01,14.89,3,1,2023
9730,ORD_33167,2023-06-22,2023-07-01,Same Day,CUST_5275,Customer CUST_5275,Home Office,United States,City 24,New York,38595,East,PROD_2904,Furniture,Bookcases,Corner Bookcase,1897.4,5,0.21,581.28,379.48,37.54,6,2,2023
9731,ORD_26481,2023-06-28,2023-07-05,Standard Class,CUST_2157,Customer CUST_2157,Consumer,United States,City 4,Michigan,18610,Central,PROD_6974,Office Supplies,Labels,Price Labels,158.0,5,0.13,32.58,31.6,8.87,6,2,2023
9732,ORD_82370,2023-03-28,2023-04-07,Second Class,CUST_4612,Customer CUST_4612,Home Office,United States,City 23,New York,56334,East,PROD_9893,Technology,Copiers,Color Copier,730.56,10,0.056,83.28,60.88,19.09,3,1,2023
9733,ORD_54032,2022-05-11,2022-05-14,Standard Class,CUST_8665,Customer CUST_8665,Corporate,United States,City 21,New York,78729,East,PROD_1878,Office Supplies,Paper,Cardstock,592.62,7,0.048,150.62,84.66,12.47,5,2,2022
9734,ORD_94297,2022-02-22,2022-02-28,Same Day,CUST_3552,Customer CUST_3552,Consumer,United States,City 14,Michigan,18899,Central,PROD_7421,Office Supplies,Storage,Desk Organizer,29.94,3,0.046,11.43,9.98,41.13,2,1,2022
9735,ORD_19202,2023-07-31,2023-08-13,First Class,CUST_2647,Customer CUST_2647,Consumer,United States,City 39,Massachusetts,53056,East,PROD_3884,Office Supplies,Envelopes,Shipping Envelopes,26.06,1,0.162,7.77,26.06,16.99,7,3,2023
9736,ORD_17174,2022-07-28,2022-08-08,Same Day,CUST_3346,Customer CUST_3346,Home Office,United States,City 5,New Jersey,26873,East,PROD_5436,Technology,Copiers,Multifunction Copier,1438.15,7,0.281,188.26,205.45,40.02,7,3,2022
9737,ORD_70291,2022-02-05,2022-02-06,Second Class,CUST_3161,Customer CUST_3161,Consumer,United States,City 3,Georgia,99410,South,PROD_8939,Office Supplies,Binders,Binder Clips,65.25,5,0.203,17.95,13.05,16.76,2,1,2022
9738,ORD_26307,2023-09-02,2023-09-09,Same Day,CUST_5597,Customer CUST_5597,Consumer,United States,City 49,Indiana,93223,Central,PROD_3587,Office Supplies,Art,Markers,44.63,1,0.232,12.43,44.63,31.31,9,3,2023
9739,ORD_36165,2023-05-17,2023-05-26,Second Class,CUST_5252,Customer CUST_5252,Consumer,United States,City 27,New York,94946,East,PROD_9799,Office Supplies,Paper,Notebook Paper,547.7,10,0.058,203.75,54.77,11.01,5,2,2023
9740,ORD_17118,2022-09-14,2022-09-28,Standard Class,CUST_9455,Customer CUST_9455,Home Office,United States,City 49,New York,30177,East,PROD_9141,Office Supplies,Appliances,Desk Fan,89.07,3,0.099,30.32,29.69,7.03,9,3,2022
9741,ORD_16838,2023-09-08,2023-09-09,Standard Class,CUST_3741,Customer CUST_3741,Corporate,United States,City 13,Florida,23630,South,PROD_8055,Office Supplies,Art,Highlighters,769.52,8,0.084,182.3,96.19,14.0,9,3,2023
9742,ORD_77983,2023-01-14,2023-01-20,Second Class,CUST_2532,Customer CUST_2532,Consumer,United States,City 3,Michigan,18699,Central,PROD_3754,Technology,Copiers,Multifunction Copier,4804.139999999999,5,0.033,823.22,800.69,18.21,1,1,2023
9743,ORD_89305,2023-06-26,2023-07-08,Second Class,CUST_8496,Customer CUST_8496,Home Office,United States,City 10,Arizona,47330,West,PROD_6955,Furniture,Tables,Office Table,888.42,2,0.044,262.45,444.21,11.24,6,2,2023
9744,ORD_62504,2023-12-12,2023-12-18,Standard Class,CUST_2976,Customer CUST_2976,Consumer,United States,City 15,Ohio,39464,Central,PROD_4513,Furniture,Chairs,Office Chair,2303.574,6,0.02,648.168,295.33,6.8,12,4,2023
9745,ORD_25775,2023-10-13,2023-10-14,Same Day,CUST_7983,Customer CUST_7983,Home Office,United States,City 9,Texas,39677,South,PROD_6969,Office Supplies,Binders,Binder Dividers,30.082,2,0.206,8.76,11.57,40.13,10,4,2023
9746,ORD_64530,2022-12-02,2022-12-09,First Class,CUST_6756,Customer CUST_6756,Consumer,United States,City 26,New York,33060,East,PROD_1895,Office Supplies,Labels,Shipping Labels,34.06,4,0.011,7.644,6.55,21.58,12,4,2022
9747,ORD_85445,2023-04-30,2023-05-13,First Class,CUST_8348,Customer CUST_8348,Consumer,United States,City 48,New Jersey,92218,East,PROD_4587,Furniture,Furnishings,Floor Lamp,1304.31,3,0.161,204.06,434.77,13.84,4,2,2023
